numero_expediente,tipo_obra,fecha_inicio_expediente,registro_obra_mes,registro_obra_anio,metros_cuadrados_obra,direccion_obra,seccion_manzana_parcela,lat,long,altura_obra,calle_obra,barrio_obra,comuna_obra,cp_obra,cpa_obra
2181002/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-11-30,ENERO,2012,52.74,"BELAUSTEGUI, LUIS, DR, 1674",059-066-007,-34.6094932769528,-58.4623297081075,1674,"BELAUSTEGUI, LUIS, DR, ",,,,
2181392/2011,OBRA NUEVA,2011-11-30,ENERO,2012,692.25,"ACHA, MARIANO, GRAL, 1428",049-054A-001,-34.57965917906,-58.4717674826085,1428,"ACHA, MARIANO, GRAL, ",,,,
2191803/2011,OBRA NUEVA,2011-12-01,ENERO,2012,526.24,HELGUERA 5253,075-013-017,-34.583756976519,-58.5080987514652,5253,HELGUERA ,Villa Pueyrredon,Comuna 12,1419,C1419CVA
2192363/2011,OBRA NUEVA,2011-12-01,ENERO,2012,262.96,CARHUE 1879,074-032-028,-34.6585025131892,-58.5133890712506,1879,CARHUE ,Mataderos,Comuna 9,1440,C1440FNI
2195019/2011,OBRA NUEVA,2011-12-01,ENERO,2012,139.12,LANIN 189,018-116-025,-34.6414776665373,-58.3781163346642,189,LANIN ,Barracas,Comuna 4,1274,C1274AEC
2202946/2011,MODIFICACION,2011-12-02,ENERO,2012,7.7,GRIVEO 4147,083-060-025,-34.5943106675657,-58.5187820783994,4147,GRIVEO ,Villa Devoto,Comuna 11,1419,C1419EWM
2205291/2011,OBRA NUEVA,2011-12-02,ENERO,2012,390.25,SAN NICOLAS 4588,083-130-001a,-34.5942978912172,-58.5114642296515,4588,SAN NICOLAS ,Villa Devoto,Comuna 11,1419,C1419AWF
2204267/2011,OBRA NUEVA,2011-12-02,ENERO,2012,814.8,MELIAN 3532,041-022-020,-34.5567294480925,-58.4785404248632,3532,MELIAN ,Saavedra,Comuna 12,1430,C1430EYX
2218056/2011,OBRA NUEVA,2011-12-05,ENERO,2012,466.7,"QUIROGA, HORACIO 1971",027-051B-007,-34.5502739607661,-58.459966375855,1971,"QUIROGA, HORACIO ",Nu\u00f1ez,Comuna 13,1429,C1429CGA
2213719/2011,OBRA NUEVA,2011-12-05,ENERO,2012,1362.96,TERRADA 2019,067-059A-015,-34.6108642839805,-58.4795432937055,2019,TERRADA ,Villa Santa Rita,Comuna 11,1416,C1416ARS
2215381/2011,OBRA NUEVA,2011-12-05,ENERO,2012,259.88,BEETHOVEN 3550,063-074B-031b,-34.5667315402333,-58.4999169741082,3550,BEETHOVEN ,Villa Urquiza,Comuna 12,1431,C1431EID
2229582/2011,OBRA NUEVA,2011-12-06,ENERO,2012,558.52,"OLAGUER Y FELIU, VIRREY 3051",037-090-038,-34.572699600681,-58.4559748659258,3051,"OLAGUER Y FELIU, VIRREY ",Colegiales,Comuna 13,1426,C1426ECE
2227089/2011,OBRA NUEVA,2011-12-06,ENERO,2012,311.59,LOYOLA 759,031-055-020,-34.5942254605298,-58.4366807784998,759,LOYOLA ,Villa Crespo,Comuna 15,1414,C1414AUO
2226493/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-06,ENERO,2012,293.8,LA PAMPA 3083,039-053B-000,-34.5689775951234,-58.460337193571,3083,LA PAMPA ,Belgrano,Comuna 13,1428,C1428ECA
2244456/2011,OBRA NUEVA,2011-12-07,ENERO,2012,874.11,FERNANDEZ DE ENCISO 4548,083-152-011,-34.594222001144,-58.5108334325788,4548,FERNANDEZ DE ENCISO ,Villa Devoto,Comuna 11,1419,C1419GEO
2238714/2011,OBRA NUEVA,2011-12-07,ENERO,2012,1892.06,DIRECTORIO 273,040-110-023a,-34.6277698444347,-58.4300199382166,273,DIRECTORIO ,Caballito,Comuna 6,1424,C1424CIC
2243806/2011,OBRA NUEVA,2011-12-07,ENERO,2012,2072.44,GUALEGUAYCHU 2054,081-014-037,-34.6169118525013,-58.500213293616,2054,GUALEGUAYCHU ,Monte Castro,Comuna 10,1417,C1417AYB
2260155/2011,OBRA NUEVA,2011-12-12,ENERO,2012,245.95,JARAMILLO 3794,043-016-005b,-34.5551253417787,-58.4806009993075,3794,JARAMILLO ,Saavedra,Comuna 12,1430,C1430AGH
2257413/2011,,2011-12-12,ENERO,2012,114.87,"GONZALEZ, JOAQUIN V, 3761",083-119-004,-34.6007461325402,-58.5071317214453,3761,"GONZALEZ, JOAQUIN V, ",Villa Devoto,Comuna 11,1419,C1419AXG
2272336/2011,AMPLIACION,2011-12-13,ENERO,2012,37.25,ROSARIO 804,040-041-007,-34.6213369391123,-58.4391497685953,804,ROSARIO ,Caballito,Comuna 6,1424,C1424CCR
2285858/2011,OBRA NUEVA,2011-12-14,ENERO,2012,286.12,JARAMILLO 4925,055-109-016,-34.560067684087,-58.4914692821569,4925,JARAMILLO ,Saavedra,Comuna 12,1431,C1431ARE
2292413/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-15,ENERO,2012,373.09,MONROE 2712,039-080-002,-34.560641553311,-58.4621681559255,2712,MONROE ,Belgrano,Comuna 13,1428,C1428BLT
2305726/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-16,ENERO,2012,71.59,11 DE SEPTIEMBRE DE 1888 1151,023-026-022,-34.5679525451151,-58.4426884700141,1888, DE SEPTIEMBRE DE ,Belgrano,Comuna 13,1428,C1428AIB
2306566/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-16,ENERO,2012,63.69,ARGENTINA 5130,066-034-004,-34.6729748721758,-58.4702622366782,5130,ARGENTINA ,Villa Lugano,Comuna 8,1439,C1439HQR
2304709/2011,,2011-12-16,ENERO,2012,67.15,"SUCRE, ANTONIO JOSE DE, MCAL, 4379",051-094-020,-34.5754476128592,-58.473770716192,4379,"SUCRE, ANTONIO JOSE DE, MCAL, ",,,,
2307483/2011,OBRA NUEVA,2011-12-19,ENERO,2012,2803.12,FONROUGE 248,060-026-012,-34.6416345545869,-58.5125861257575,248,FONROUGE ,Liniers,Comuna 9,1408,C1408HFF
2312880/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-19,ENERO,2012,0,GUATEMALA 5731,035-101-032,-34.5795643946796,-58.4325682276582,5731,GUATEMALA ,Palermo,Comuna 14,1425,C1425BVK
2315123/2011,OBRA NUEVA,2011-12-19,ENERO,2012,1121.81,BLANCO ENCALADA 3347,039-037-024c,-34.5649514488276,-58.4679791302664,3347,BLANCO ENCALADA ,Belgrano,Comuna 13,1430,C1430BNA
2307109/2011,OBRA NUEVA,2011-12-19,ENERO,2012,1722.79,AZUL 196,054-193-017,-34.6348853886167,-58.473714659639,196,AZUL ,Floresta,Comuna 10,1407,C1407KHD
2329855/2011,OBRA NUEVA,2011-12-20,ENERO,2012,444.2,SOLER 5643,035-086-024,-34.5808268742147,-58.4322303641296,5643,SOLER ,Palermo,Comuna 14,1425,C1425BYG
2330121/2011,OBRA NUEVA,2011-12-20,ENERO,2012,26.79,BELGRANO 2837,028-066-005d,-34.6147667177899,-58.4050622807211,2837,BELGRANO ,Balvanera,Comuna 3,1209,C1209AAA
2340973/2011,OBRA NUEVA,2011-12-21,ENERO,2012,1407.44,ARREGUI 5302,093-184B-007h,-34.6232012740304,-58.5133184595008,5302,ARREGUI ,Monte Castro,Comuna 10,1408,C1408AVB
2342272/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-22,ENERO,2012,136.83,TERRADA 5450,075-036-037,-34.580246050242,-58.5061094933567,5450,TERRADA ,Villa Pueyrredon,Comuna 12,1419,C1419DMD
2349400/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-22,ENERO,2012,331.21,MONTE 4849,062-143B-028,-34.6555356985978,-58.4804705723608,4849,MONTE ,Parque Avellaneda,Comuna 9,1407,C1407HRS
2363108/2011,OBRA NUEVA,2011-12-23,ENERO,2012,1936.3,"CASTRO, BARROS 852",036-110-018,-34.6225806698827,-58.4183583147778,852,"CASTRO, BARROS ",Boedo,Comuna 5,1217,C1217ABH
2361920/2011,OBRA NUEVA,2011-12-23,ENERO,2012,582.67,MATORRAS 218,040-113-002,-34.6238605245717,-58.4302699121381,218,MATORRAS ,Caballito,Comuna 6,1424,C1424BWB
2375039/2011,OBRA NUEVA,2011-12-26,ENERO,2012,1158.2,TERRADA 2115,067-060A-016,-34.6099420985256,-58.4803303138056,2115,TERRADA ,Villa Santa Rita,Comuna 11,1416,C1416ARU
2385879/2011,DEMOLICION TOTAL,2011-12-27,ENERO,2012,761.01,LADINES 3375,083-227-018a,-34.5877237157033,-58.5102458416781,3375,LADINES ,Villa Devoto,Comuna 11,1419,C1419EYS
2387812/2011,AMPLIACION,2011-12-27,ENERO,2012,56.03,PIRAN 5648,063-085A-004,-34.567569197682,-58.4972814132774,5648,PIRAN ,Villa Urquiza,Comuna 12,1431,C1431AMF
2390620/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-27,ENERO,2012,35.02,ESTRADA 381,040-092B-017,-34.6314396888297,-58.4306669905463,381,ESTRADA ,Parque Chacabuco,Comuna 7,1424,C1424CMG
2389080/2011,MODIFICACION Y DEMOLICION PARCIAL,2011-12-27,ENERO,2012,256.73,"QUINTEROS, LIDORO J, 1376",027-105-009,-34.5522825948132,-58.4497733879858,1376,"QUINTEROS, LIDORO J, ",Belgrano,Comuna 13,1428,C1428BXR
2389809/2011,OBRA NUEVA,2011-12-27,ENERO,2012,649.91,ROJAS 855,045-037B-010,-34.6116050524774,-58.4447063795684,855,ROJAS ,Caballito,Comuna 6,1405,C1405ABM
2396817/2011,OBRA NUEVA,2011-12-28,ENERO,2012,1364.96,LERMA 25,031-086-021,-34.5983149231939,-58.4273015316581,25,LERMA ,Villa Crespo,Comuna 15,1414,C1414AZA
2404363/2011,OBRA NUEVA,2011-12-28,ENERO,2012,353.17,NUNEZ 5735,063-074A-021,-34.5670679547573,-58.4991399623093,5735,NUNEZ ,,,,
2404407/2011,OBRA NUEVA,2011-12-28,ENERO,2012,633.07,BAIGORRIA 2351,069-062-016,-34.598919911387,-58.4831162965837,2351,BAIGORRIA ,Villa Del Parque,Comuna 11,1417,C1417FQA
2402539/2011,OBRA NUEVA,2011-12-28,ENERO,2012,228.49,"PAZ, GRAL, 8278",089-001A-019,-34.6118153408704,-58.5276689164707,8278,"PAZ, GRAL, ",Villa Devoto,Comuna 11,1419,C1419GAT
2396009/2011,MODIFICACION,2011-12-28,ENERO,2012,2500.34,HOLMBERG 2144,051-103-028a,-34.5724868641441,-58.4741561013625,2144,HOLMBERG ,Villa Urquiza,Comuna 12,1430,C1430DON
2413626/2011,OBRA NUEVA Y DEMOLICION TOTAL,2011-12-29,ENERO,2012,1746.18,ESCALADA 1066,062-152-026,-34.6478581356431,-58.4910045720976,1066,ESCALADA ,,,,
2411204/2011,MODIFICACION,2011-12-29,ENERO,2012,0,ARMENIA 1366,031-108-033a,-34.5918081350379,-58.4304583359312,1366,ARMENIA ,Palermo,Comuna 14,1414,C1414DKD
2412514/2011,OBRA NUEVA,2011-12-29,ENERO,2012,615.7,SAN NICOLAS 1574,079-081-012,-34.6186942379852,-58.4890645654671,1574,SAN NICOLAS ,Villa Santa Rita,Comuna 11,1407,C1407DDD
2414229/2011,OBRA NUEVA,2011-12-29,ENERO,2012,3623.65,INDEPENDENCIA 4120,036-039-003,-34.6223985121578,-58.4234578169857,4120,INDEPENDENCIA ,Boedo,Comuna 5,1226,C1226AAT
5945/2012,OBRA NUEVA,2012-01-02,ENERO,2012,399.73,CHILE 457,002-038-020,-34.6162708541318,-58.3719113890915,457,CHILE ,Monserrat,Comuna 1,1098,C1098AAI
70945/2012,OBRA NUEVA Y DEMOLICION TOTAL,2012-01-10,ENERO,2012,22.71,MONROE 1988,027-045-019,-34.5562164668914,-58.4555455172949,1988,MONROE ,Belgrano,Comuna 13,1428,C1428BLD
81708/2012,OBRA NUEVA,2012-01-11,ENERO,2012,934.99,PARAGUAY 1452,007-032-007,-34.5990479872329,-58.3870062056664,1452,PARAGUAY ,Recoleta,Comuna 2,1061,C1061ABB
81859/2012,DEMOLICION TOTAL,2012-01-11,ENERO,2012,594.49,"TAMBORINI, JOSE PASCUAL 5445",063-097-023a,-34.5684504735576,-58.4952517722964,5445,"TAMBORINI, JOSE PASCUAL ",Villa Urquiza,Comuna 12,1431,C1431AGQ
115634/2012,MODIFICACION Y DEMOLICION PARCIAL,2012-01-17,ENERO,2012,140.78,"MAGARIÑOS CERVANTES, A, 4881",085-033A-023,-34.6275283346788,-58.501051557183,4881,"OS CERVANTES, A, ",Velez Sarsfield,Comuna 10,1407,C1407MLE
133633/2012,OBRA NUEVA,2012-01-19,ENERO,2012,361.06,ALBARIÑO 382,060-063-017b,-34.6423901315578,-58.506274289118,382,O ,,,,
1731330/2011,OBRA NUEVA,2012-02-02,FEBRERO,2012,0,DE LOS INCAS 5193,061-114-015,-34.5869646746799,-58.4810643240096,5193,DE LOS INCAS ,Parque Chas,Comuna 15,1427,C1427DOD
2404226/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-02,FEBRERO,2012,19.74,CORRIENTES 2524,009-019-003a,-34.6055667883402,-58.4019302207571,2524,CORRIENTES ,Balvanera,Comuna 3,1046,C1046AAQ
1623314/2011,OBRA NUEVA,2012-02-02,FEBRERO,2012,127.63,UCACHA 1531,044-143A-026,-34.6434191759255,-58.4360326753247,1531,UCACHA ,Parque Chacabuco,Comuna 7,1406,C1406IMA
1784977/2011,OBRA NUEVA,2012-02-02,FEBRERO,2012,248.01,CORVALAN 792,060-069-012a,-34.6461140342061,-58.5000772327167,792,CORVALAN ,Mataderos,Comuna 9,1440,C1440DIF
2373306/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-02,FEBRERO,2012,89.86,RIVADAVIA 11059,095-027-015,-34.639182236439,-58.5192008913402,11059,RIVADAVIA ,Liniers,Comuna 9,1408,C1408AAK
2390778/2011,OBRA NUEVA,2012-02-02,FEBRERO,2012,1434.92,"UGARTE, MANUEL 2270",027-020-005,-34.5562194787191,-58.4594032853401,2270,"UGARTE, MANUEL ",Belgrano,Comuna 13,1428,C1428BSH
1052891/2010,OBRA NUEVA,2012-02-02,FEBRERO,2012,747.89,NAZARRE 5173,087-023C-018,-34.6170951785679,-58.5173180424585,5173,NAZARRE ,Villa Devoto,Comuna 11,1417,C1417DYO
2418625/2011,DEMOLICION TOTAL,2012-02-03,FEBRERO,2012,0,CABILDO 1592,037-157-024a,-34.5668672966234,-58.4517181889186,1592,CABILDO ,Colegiales,Comuna 13,1426,C1426ABP
2401423/2011,OBRA NUEVA,2012-02-03,FEBRERO,2012,830.01,MIRALLA 1720,062-061-009,-34.6547533864276,-58.4921691117233,1720,MIRALLA ,Mataderos,Comuna 9,1440,C1440DCX
1774628/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,262.02,REMEDIOS 3085,048-019-021,-34.638726314585,-58.4684984549666,3085,REMEDIOS ,Flores,Comuna 7,1406,C1406HCI
2351566/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-06,FEBRERO,2012,8.84,"ALSINA, ADOLFO 21844",020-048-009a,-34.6125449811668,-58.3965633224954,21844,"ALSINA, ADOLFO ",,,,
231392/2011,OBRA NUEVA Y DEMOLICION TOTAL,2012-02-06,FEBRERO,2012,58.54,VIAMONTE 2446,009-031-006a,-34.6017930212362,-58.40113157274,2446,VIAMONTE ,Balvanera,Comuna 3,1056,C1056ABN
2053839/2011,AMPLIACION,2012-02-06,FEBRERO,2012,477.86,"BONIFACIO, JOSE 552",040-066-001,-34.6275382798649,-58.4344944233562,552,"BONIFACIO, JOSE ",Caballito,Comuna 6,1424,C1424CHL
2272448/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-06,FEBRERO,2012,190.9,HIDALGO 1145,047-089-012,-34.6063735922523,-58.4410568105671,1145,HIDALGO ,Villa Crespo,Comuna 15,1414,C1414CAA
2304122/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,842,BUCARELLI 3375,063-109-011,-34.5674380954922,-58.4948523871311,3375,BUCARELLI ,Villa Urquiza,Comuna 12,1431,C1431DRS
2353261/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,2993.53,BAUNESS 2940,063-105-018,-34.571560844538,-58.4906060659421,2940,BAUNESS ,Villa Urquiza,Comuna 12,1431,C1431DOL
2394750/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,955.9,ROOSEVELT FRANKLIN D 4875,053-014-010H,-34.5723590714734,-58.4840511591937,4875,ROOSEVELT FRANKLIN D ,Villa Urquiza,Comuna 12,1431,C1431BZA
2180410/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,900.16,LACARRA 169,054-092-003b,-34.6376333013307,-58.4848197246165,169,LACARRA ,Velez Sarsfield,Comuna 10,1407,C1407JQC
2316879/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,1147.4,"RIVERA, PEDRO I, DR 5545",063-065-020,-34.5750562986784,-58.4929875255524,5545,"RIVERA, PEDRO I, DR ",,,,
689444/2010,OBRA NUEVA,2012-02-06,FEBRERO,2012,1303.94,ORTEGA Y GASSET 1811,023-083-039,-34.5705511016941,-58.4321303430429,1811,ORTEGA Y GASSET ,Palermo,Comuna 14,1426,C1426DHG
578426/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-06,FEBRERO,2012,2277.49,"GARZON, EUGENIO, GRAL 5945",076-170-023a,-34.6597412990186,-58.4949370070067,5945,"GARZON, EUGENIO, GRAL ",Mataderos,Comuna 9,1440,C1440AYU
833885/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,2980.08,VIDAL 2945,041-123-013a,-34.5571410215504,-58.4658119515683,2945,VIDAL ,Nu\u00f1ez,Comuna 13,1429,C1429AHA
1679060/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,0,MANZANARES 4559,055-165-018,-34.5576285898095,-58.4885640788409,4559,MANZANARES ,Saavedra,Comuna 12,1430,C1430AFG
1988159/2011,OBRA NUEVA,2012-02-06,FEBRERO,2012,682.18,SAN BLAS 2364,067-103-009,-34.6084964819205,-58.473932062958,2364,SAN BLAS ,Villa Gral. Mitre,Comuna 11,1416,C1416EFP
907476/2010,OBRA NUEVA,2012-02-07,FEBRERO,2012,3269.57,CHARLONE 349,033-063-014b,-34.5838206872838,-58.4490229149166,349,CHARLONE ,Chacarita,Comuna 15,1427,C1427BXG
2280413/2011,OBRA NUEVA,2012-02-07,FEBRERO,2012,4470.71,"DICKMAN, ADOLFO, DR 1467",059-094-031a,-34.6029928108033,-58.4638983693563,1467,"DICKMAN, ADOLFO, DR ",,,,
2396009/2011,OBRA NUEVA,2012-02-07,FEBRERO,2012,2500.34,HOLMBERG 2144,051-103-028a,-34.5724868641441,-58.4741561013625,2144,HOLMBERG ,Villa Urquiza,Comuna 12,1430,C1430DON
861946/2010,OBRA NUEVA,2012-02-07,FEBRERO,2012,6749.12,"GARAY, JUAN DE 612",008-039-002b,-34.6252734496194,-58.3737042720063,612,"GARAY, JUAN DE ",San Telmo,Comuna 1,1153,C1153ABR
2287050/2011,OBRA NUEVA,2012-02-07,FEBRERO,2012,309.75,ARAOZ 1621,019-062-017,-34.5919282046221,-58.4231882787933,1621,ARAOZ ,Palermo,Comuna 14,1414,C1414DQG
1354569/2011,OBRA NUEVA,2012-02-08,FEBRERO,2012,111.54,"CABRERA, JOSE A 2948",015-113-005,-34.597643316409,-58.4076932263079,2948,"CABRERA, JOSE A ",Recoleta,Comuna 2,1186,C1186AAD
1771826/2011,OBRA NUEVA,2012-02-08,FEBRERO,2012,46.45,MANZANARES 456,055-238-005,-34.555797736107,-58.4835944907486,456,MANZANARES ,,,,
1671246/2011,MODIFICACION,2012-02-08,FEBRERO,2012,370.37,RIVADAVIA 9649,095-059-005,-34.6374312620752,-58.4996322788132,9649,RIVADAVIA ,Villa Luro,Comuna 10,1407,C1407DZF
60495/2010,OBRA NUEVA,2012-02-08,FEBRERO,2012,275.48,CASTAÑARES 1269,044-175-026,-34.6366472378738,-58.4355188675189,1269,ARES ,Parque Chacabuco,Comuna 7,1424,C1424CTC
361862/2010,MODIFICACION,2012-02-08,FEBRERO,2012,2633.51,"ALVAREZ, THOMAS 3315",053-029-009,-34.5710217432455,-58.4832878910307,3315,"ALVAREZ, THOMAS ",Villa Urquiza,Comuna 12,1431,C1431FPB
1969416/2011,OBRA NUEVA,2012-02-08,FEBRERO,2012,499.88,"PEDRAZA, MANUELA 5530",063-097-004,-34.5677765100466,-58.4954565092796,5530,"PEDRAZA, MANUELA ",Villa Urquiza,Comuna 12,1431,C1431AJR
2020017/2011,OBRA NUEVA,2012-02-08,FEBRERO,2012,2084.81,BARADERO 150,054-171-014,-34.6351150946112,-58.4760469465825,150,BARADERO ,Floresta,Comuna 10,1407,C1407KFD
2291302/2011,OBRA NUEVA,2012-02-08,FEBRERO,2012,1237.98,NAZCA 2583,069-024-028,-34.6063137377863,-58.4851713415117,2583,NAZCA ,Villa Del Parque,Comuna 11,1417,C1417CUB
1612463/2011,OBRA NUEVA,2012-02-08,FEBRERO,2012,999.43,"VALLESE, FELIPE 2823",065-038-027a,-34.6231207485475,-58.4715081677329,2823,"VALLESE, FELIPE ",Flores,Comuna 7,1406,C1406FTC
794168/2010,OBRA NUEVA,2012-02-08,FEBRERO,2012,2758.83,"VALLESE, FELIPE 1954",057-007-008,-34.6197722014252,-58.4602806293311,1954,"VALLESE, FELIPE ",Flores,Comuna 7,1406,C1406FSL
2329101/2011,OBRA NUEVA,2012-02-09,FEBRERO,2012,256.88,"VIRASORO, VALENTIN 1528",047-047A-013,-34.6044076389405,-58.4467121515425,1528,"VIRASORO, VALENTIN ",Villa Crespo,Comuna 15,1414,C1414CDJ
1671427/2011,OBRA NUEVA,2012-02-09,FEBRERO,2012,54.78,CIUDAD DE LA PAZ 894,037-139-008,-34.5712370353248,-58.4469358375595,894,CIUDAD DE LA PAZ ,Colegiales,Comuna 13,1426,C1426AGP
2272189/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-09,FEBRERO,2012,56.9,SIMBRON 5058,087-039-009b,-34.6139015756483,-58.5181686956345,5058,SIMBRON ,Villa Devoto,Comuna 11,1417,C1417EWF
2239712/2011,OBRA NUEVA,2012-02-09,FEBRERO,2012,1103.72,PALESTINA 681,017-059-014,-34.6035622843519,-58.4248801629538,681,PALESTINA ,Almagro,Comuna 5,1182,C1182ADC
721741/2010,OBRA NUEVA,2012-02-09,FEBRERO,2012,634.04,PAVON 1724,014-003-004,-34.6268038128299,-58.3893453010645,1724,PAVON ,Constitucion,Comuna 1,1151,C1151ABN
2306097/2011,OBRA NUEVA,2012-02-09,FEBRERO,2012,2194.72,ARENGREEN 679,045-057-018,-34.6108987295168,-58.4419988512753,679,ARENGREEN ,Caballito,Comuna 6,1405,C1405CYC
1995587/2011,MODIFICACION,2012-02-09,FEBRERO,2012,127.23,SAN JUAN 2670,022-004-004,-34.6244817638747,-58.4011604063154,2670,SAN JUAN ,San Cristobal,Comuna 3,1232,C1232AAV
2417880/2011,DEMOLICION TOTAL,2012-02-13,FEBRERO,2012,0,"TAMBORINI, JOSE PASCUAL 2560",041-147-002a,-34.5542030221161,-58.4661031619996,2560,"TAMBORINI, JOSE PASCUAL ",Nu\u00f1ez,Comuna 13,1429,C1429CKB
405057/2011,MODIFICACION,2012-02-13,FEBRERO,2012,3396.48,DIRECTORIO 5221,062-077-009r,-34.6525568870769,-58.4923337022635,5221,DIRECTORIO ,Mataderos,Comuna 9,1440,C1440ASE
2317455/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-13,FEBRERO,2012,614.21,PASCO 1455,022-031-042a,-34.62668540638,-58.3953356969747,1455,PASCO ,San Cristobal,Comuna 3,1251,C1251AAE
2416957/2011,DEMOLICION TOTAL,2012-02-13,FEBRERO,2012,737.67,VALDENEGRO 4731,055-131-014,-34.5521627477136,-58.4964329084624,4731,VALDENEGRO ,Saavedra,Comuna 12,1430,C1430EFI
2126305/2011,OBRA NUEVA,2012-02-13,FEBRERO,2012,0,AMENABAR 1201,037-143-006,-34.5701461429508,-58.4501184425976,1201,AMENABAR ,Colegiales,Comuna 13,1426,C1426AJU
2184465/2011,OBRA NUEVA,2012-02-14,FEBRERO,2012,1977.57,PAREJA 4338,083-010-005,-34.6017841088043,-58.5161126859818,4338,PAREJA ,Villa Devoto,Comuna 11,1419,C1419GVP
2290264/2011,OBRA NUEVA,2012-02-14,FEBRERO,2012,1659.8,SAN JOSE DE CALASANZ 480,040-051-008m,-34.6247711977323,-58.4368951897591,480,SAN JOSE DE CALASANZ ,Caballito,Comuna 6,1424,C1424AHJ
2395909/2011,OBRA NUEVA,2012-02-14,FEBRERO,2012,1183.72,ARRIBEÑOS 3724,029-093-021,-34.5444983112016,-58.4608846582567,3724,OS ,,,,
1751375/2011,OBRA NUEVA,2012-02-14,FEBRERO,2012,57.69,CATAMARCA 334,028-066-007b,-34.6144446778046,-58.405617355282,334,CATAMARCA ,Balvanera,Comuna 3,1213,C1213ABH
2417865/2011,MODIFICACION Y DEMOLICION PARCIAL,2012-02-15,FEBRERO,2012,81.84,LARSEN 2999,075-027-021a,-34.5802008754004,-58.5093255228037,2999,LARSEN ,Villa Pueyrredon,Comuna 12,1419,C1419FPM
309594/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,712.34,PADILLA 908,047-137-026,-34.5984637529587,-58.4443325721598,908,PADILLA ,Villa Crespo,Comuna 15,1414,C1414AGP
599146/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,600.55,PAYSANDU 64,057-083-034,-34.6226923999259,-58.4469048978105,64,PAYSANDU ,Caballito,Comuna 6,1406,C1406BZB
1893564/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,751.89,MILLER 4570,055-129-030,-34.5532862459571,-58.4949693266453,4570,MILLER ,Saavedra,Comuna 12,1430,C1430EAH
1916503/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,2042.44,AIZPURUA 2742,063-004-003,-34.5768082422408,-58.4964690281115,2742,AIZPURUA ,Villa Urquiza,Comuna 12,1431,C1431ERH
2259476/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,834.4,NAHUEL HUAPI 4815,053-020-013,-34.5698441807305,-58.4849461798031,4815,NAHUEL HUAPI ,Villa Urquiza,Comuna 12,1431,C1431BTG
515636/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,1111.34,DARREGUEYRA 2387,019-158-009,-34.5817218795951,-58.4239839981131,2387,DARREGUEYRA ,Palermo,Comuna 14,1425,C1425FLD
2193903/2011,MODIFICACION,2012-02-15,FEBRERO,2012,4123.27,BLANCO ENCALADA 5672,051-008-018a,-34.580348197572,-58.4926854342144,5672,BLANCO ENCALADA ,Villa Urquiza,Comuna 12,1431,C1431CDZ
946378/2010,OBRA NUEVA,2012-02-15,FEBRERO,2012,1192.12,CAPDEVILA 3256,063-120-036,-34.5678190902694,-58.4920269926662,3256,CAPDEVILA ,Villa Urquiza,Comuna 12,1431,C1431FKL
2415968/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,2919.72,REGIMIENTO DE PATRICIOS 127,008-050-025,-34.6316429370222,-58.3702449094867,127,REGIMIENTO DE PATRICIOS ,Barracas,Comuna 4,1265,C1265ADB
2082834/2011,OBRA NUEVA,2012-02-15,FEBRERO,2012,895.7,"FIGUEROA, APOLINARIO, CNEL 1458",059-110-006a,-34.6122701310999,-58.4566133497078,1458,"FIGUEROA, APOLINARIO, CNEL ",,,,
1403443/2011,OBRA NUEVA,2012-02-17,FEBRERO,2012,54.24,"BALBIN, RICARDO, DR 2409",039-066-011,-34.5629556531314,-58.4645102008444,2409,"BALBIN, RICARDO, DR ",Belgrano,Comuna 13,1428,C1428CVB
